行 ID,订单ID,产品id,客户 ID,发货日期,国家,地区,城市,子类别,客户名称,省/自治区,类别,细分,订单日期,销售经理,利润,折扣,数量,是否退回,计划发货天数,销售额,实际发货时间,利润异常值标记,是否超时,销售额异常值标记
9132,4242366,冬装—冲锋衣—0344,曹欢-14200,2025-11-18,中国,西南,成都,冲锋衣,曹欢悦,四川,冬装,小型企业,2025-11-15,姜伟,49.84,0,2,0,1,99.68,3,0,1,0
9133,3197896,冬装—棉衣—3093,戴松-20755,2025-11-19,中国,中南,深圳,棉衣,戴松,广东,冬装,公司,2025-11-15,王倩倩,86.8,0,5,0,6,312.2,4,0,-1,0
9134,3374395,秋装—秋裤—4759,邢德-12160,2025-11-19,中国,华东,亳州,秋裤,邢德伟,安徽,秋装,消费者,2025-11-15,杨洪光,307.86,0,1,0,6,1399.72,4,0,-1,0
9135,3374395,夏装—短袖—1460,邢德-12160,2025-11-19,中国,华东,亳州,短袖,邢德伟,安徽,夏装,消费者,2025-11-15,杨洪光,1526.84,0,2,0,6,4362.68,4,1,-1,1
9136,3766882,冬装—棉袜—4429,巩松-20680,2025-11-19,中国,华北,天津,棉袜,巩松,天津,冬装,小型企业,2025-11-15,张怡莲,122.08,0,2,0,6,249.2,4,0,-1,0
9137,5380288,夏装—短裤—0339,彭婉-21370,2025-11-20,中国,东北,沈阳,短裤,彭婉,辽宁,夏装,公司,2025-11-15,郝杰,46.816,0.4,4,1,3,1411.536,5,0,1,0
9138,5380288,夏装—长裙—2425,彭婉-21370,2025-11-20,中国,东北,沈阳,长裙,彭婉,辽宁,夏装,公司,2025-11-15,郝杰,-27.272,0.4,1,1,3,325.668,5,0,1,0
9139,5380288,夏装—短袖—1460,彭婉-21370,2025-11-20,中国,东北,沈阳,短袖,彭婉,辽宁,夏装,公司,2025-11-15,郝杰,-674.016,0.4,6,1,3,2245.824,5,-1,1,0
9140,2923559,冬装—围巾—1047,常惠-14305,2025-11-20,中国,中南,郑州,围巾,常惠英,河南,冬装,消费者,2025-11-15,王倩倩,927.92,0,4,1,6,2379.44,5,1,-1,0
9141,1529712,冬装—羽绒服—0928,陈健-14545,2025-11-20,中国,华东,东营,羽绒服,陈健,山东,冬装,公司,2025-11-15,杨洪光,82.32,0,2,0,6,164.92,5,0,-1,0
9142,1529712,夏装—短裤—0339,陈健-14545,2025-11-20,中国,华东,东营,短裤,陈健,山东,夏装,公司,2025-11-15,杨洪光,210,0,5,0,6,3507.7,5,0,-1,0
9143,1958951,秋装—外套—4928,邹雯-21820,2025-11-21,中国,华东,邵武,外套,邹雯,福建,秋装,消费者,2025-11-15,杨洪光,223.72,0,2,0,6,1065.68,6,0,0,0
9144,1435617,夏装—短袖—1460,孙诚-11320,2025-11-22,中国,华东,上海,短袖,孙诚,上海,夏装,消费者,2025-11-15,杨洪光,270.76,0,2,0,6,541.52,7,0,1,0
9145,4497265,冬装—毛衣—0979,涂博-10585,2025-11-17,中国,东北,四平,毛衣,涂博,吉林,冬装,消费者,2025-11-16,郝杰,812.28,0,1,0,1,2620.52,1,1,0,0
9146,2578637,冬装—毛衣—0979,蔡安-10270,2025-11-18,中国,华东,常熟市,毛衣,蔡安,江苏,冬装,消费者,2025-11-16,杨洪光,-79.52,0.4,4,0,1,949.2,2,0,1,0
9147,2578637,冬装—羽绒服—0928,蔡安-10270,2025-11-18,中国,华东,常熟市,羽绒服,蔡安,江苏,冬装,消费者,2025-11-16,杨洪光,63.84,0,4,0,1,532,2,0,1,0
9148,2366851,冬装—保暖内衣—1614,巩达-11770,2025-11-20,中国,中南,荆门,保暖内衣,巩达侠,湖北,冬装,消费者,2025-11-16,王倩倩,9.24,0,2,0,6,188.44,4,0,-1,0
9149,2366851,冬装—保暖内衣—1614,巩达-11770,2025-11-20,中国,中南,荆门,保暖内衣,巩达侠,湖北,冬装,消费者,2025-11-16,王倩倩,27.72,0,3,0,6,279.72,4,0,-1,0
9150,2366851,冬装—围巾—1047,巩达-11770,2025-11-20,中国,中南,荆门,围巾,巩达侠,湖北,冬装,消费者,2025-11-16,王倩倩,46.2,0,5,0,6,520.1,4,0,-1,0
9151,1787632,冬装—保暖内衣—1614,俞荷-13780,2025-11-21,中国,西南,重庆,保暖内衣,俞荷,重庆,冬装,消费者,2025-11-16,姜伟,32.76,0,3,0,6,328.86,5,0,-1,0
9152,2372663,冬装—围巾—1047,孟虢-13540,2025-11-21,中国,东北,大连,围巾,孟虢,辽宁,冬装,消费者,2025-11-16,郝杰,2643.2,0,10,0,6,6609.4,5,1,-1,1
9153,2831197,夏装—短袖—1460,万兰-15730,2025-11-21,中国,华东,无锡,短袖,万兰,江苏,夏装,消费者,2025-11-16,杨洪光,212.856,0.4,6,0,6,1423.296,5,0,-1,0
9154,3874208,夏装—短袖—1460,邓达-11785,2025-11-21,中国,华北,大同,短袖,邓达侠,山西,夏装,消费者,2025-11-16,张怡莲,599.76,0,7,0,6,1501.36,5,0,-1,0
9155,2831197,夏装—短裤—0339,万兰-15730,2025-11-21,中国,华东,无锡,短裤,万兰,江苏,夏装,消费者,2025-11-16,杨洪光,-354.816,0.4,4,0,6,1933.344,5,0,-1,0
9156,2000071,冬装—围巾—1047,黄丽-15820,2025-11-22,中国,西南,海口,围巾,黄丽,云南,冬装,消费者,2025-11-16,姜伟,785.96,0,7,0,6,1786.54,6,1,0,0
9157,2000071,冬装—围巾—1047,黄丽-15820,2025-11-22,中国,西南,海口,围巾,黄丽,云南,冬装,消费者,2025-11-16,姜伟,27.72,0,3,0,6,312.06,6,0,0,0
9158,3245528,冬装—棉袜—4429,周木-18400,2025-11-22,中国,西北,汉中,棉袜,周木兰,陕西,冬装,消费者,2025-11-16,江奕健,417.48,0,7,0,6,1609.16,6,0,0,0
9159,4164715,冬装—棉衣—3093,唐欢-14170,2025-11-22,中国,华东,杭州,棉衣,唐欢悦,浙江,冬装,消费者,2025-11-16,杨洪光,-14.448,0.4,2,0,6,78.792,6,0,0,0
9160,2000071,夏装—短袖—1460,黄丽-15820,2025-11-22,中国,西南,海口,短袖,黄丽,云南,夏装,消费者,2025-11-16,姜伟,137.2,0,1,0,6,623.84,6,0,0,0
9161,3064630,夏装—短裤—0339,白聪-11695,2025-11-17,中国,华北,北京,短裤,白聪,北京,夏装,公司,2025-11-17,张怡莲,1082.48,0,2,0,0,3866.52,0,1,0,0
9162,1734605,冬装—保暖内衣—1614,曹欢-14200,2025-11-17,中国,东北,沈阳,保暖内衣,曹欢悦,辽宁,冬装,小型企业,2025-11-17,郝杰,44.52,0,2,0,0,114.8,0,0,0,0
9163,2560726,冬装—棉衣—3093,任临-17440,2025-11-19,中国,华东,绍兴,棉衣,任临耀,浙江,冬装,公司,2025-11-17,杨洪光,1.176,0.4,3,0,1,95.256,2,0,1,0
9164,2353754,冬装—棉袜—4429,常康-15325,2025-11-20,中国,西南,乐山,棉袜,常康,四川,冬装,公司,2025-11-17,姜伟,56,0.4,5,1,1,373.8,3,0,1,0
9165,1911148,夏装—短裤—0339,吕欢-14140,2025-11-20,中国,华东,济南,短裤,吕欢悦,山东,夏装,小型企业,2025-11-17,杨洪光,1333.36,0,4,1,1,3101.28,3,1,1,0
9166,2353754,夏装—长裙—2425,常康-15325,2025-11-20,中国,西南,乐山,长裙,常康,四川,夏装,公司,2025-11-17,姜伟,-40.068,0.4,3,0,1,239.652,3,0,1,0
9167,5568854,秋装—秋裤—4759,苏磊-16090,2025-11-21,中国,华东,龙口,秋裤,苏磊,山东,秋装,消费者,2025-11-17,杨洪光,240.66,0,3,0,6,2675.82,4,0,-1,0
9168,3704015,冬装—冲锋衣—0344,苏涛-21220,2025-11-22,中国,中南,汕头,冲锋衣,苏涛,广东,冬装,消费者,2025-11-17,王倩倩,50.96,0,4,1,6,113.68,5,0,-1,0
9169,5926511,冬装—帽子—1898,程聪-11620,2025-11-22,中国,西北,韩城,帽子,程聪,陕西,冬装,消费者,2025-11-17,江奕健,10.08,0,2,0,6,42.28,5,0,-1,0
9170,5926511,冬装—围巾—1047,程聪-11620,2025-11-22,中国,西北,韩城,围巾,程聪,陕西,冬装,消费者,2025-11-17,江奕健,243.6,0,2,0,6,567,5,0,-1,0
9171,2979175,冬装—毛衣—0979,邓保-10375,2025-11-23,中国,华北,天津,毛衣,邓保,天津,冬装,消费者,2025-11-17,张怡莲,551.88,0,2,0,6,5018.72,6,0,0,1
9172,2979175,冬装—保暖内衣—1614,邓保-10375,2025-11-23,中国,华北,天津,保暖内衣,邓保,天津,冬装,消费者,2025-11-17,张怡莲,251.86,0,7,0,6,615.44,6,0,0,0
9173,4480622,冬装—围巾—1047,倪幂-18085,2025-11-24,中国,东北,南岔,围巾,倪幂,黑龙江,冬装,消费者,2025-11-17,郝杰,45.08,0,2,1,6,188.16,7,0,1,0
9174,4838467,冬装—围巾—1047,麦虹-13855,2025-11-24,中国,西北,西安,围巾,麦虹,陕西,冬装,公司,2025-11-17,江奕健,455.28,0,2,0,6,1198.4,7,0,1,0
9175,3188191,冬装—毛衣—0979,常康-15325,2025-11-21,中国,华东,晋江,毛衣,常康,福建,冬装,公司,2025-11-18,杨洪光,164.5,0,1,0,1,444.78,3,0,1,0
9176,5816959,冬装—帽子—1898,杨德-12250,2025-11-22,中国,华北,邢台,帽子,杨德伟,河北,冬装,公司,2025-11-18,张怡莲,9.66,0,3,0,6,66.78,4,0,-1,0
9177,2588842,冬装—帽子—1898,邹妮-18625,2025-11-22,中国,东北,鹤岗,帽子,邹妮,黑龙江,冬装,公司,2025-11-18,郝杰,90.72,0,9,1,6,480.06,4,0,-1,0
9178,5896840,冬装—保暖内衣—1614,曾岱-11890,2025-11-22,中国,西南,安顺,保暖内衣,曾岱,贵州,冬装,消费者,2025-11-18,姜伟,81.06,0,3,0,6,254.52,4,0,-1,0
9179,4537572,秋装—秋衣—2874,任婵-10795,2025-11-22,中国,东北,大连,秋衣,任婵娟,辽宁,秋装,公司,2025-11-18,郝杰,-259.56,0.4,5,0,6,777.84,4,0,-1,0
9180,2852208,冬装—围巾—1047,付荣-19690,2025-11-22,中国,西南,重庆,围巾,付荣,重庆,冬装,消费者,2025-11-18,姜伟,923.44,0,4,0,6,3694.32,4,1,-1,0
9181,4647823,冬装—保暖内衣—1614,邱明-18280,2025-11-22,中国,中南,武汉,保暖内衣,邱明,湖北,冬装,公司,2025-11-18,王倩倩,205.1,0,5,0,6,478.1,4,0,-1,0
9182,3930358,冬装—棉衣—3093,邱荷-13690,2025-11-22,中国,中南,广州,棉衣,邱荷,广东,冬装,消费者,2025-11-18,王倩倩,25.48,0,1,0,6,77.42,4,0,-1,0
9183,4497736,冬装—冲锋衣—0344,邱廉-17200,2025-11-22,中国,中南,驻马店,冲锋衣,邱廉,河南,冬装,公司,2025-11-18,王倩倩,47.88,0,3,0,6,150.78,4,0,-1,0
9184,1154983,夏装—短裤—0339,黄丽-15835,2025-11-23,中国,华东,莱阳,短裤,黄丽,山东,夏装,消费者,2025-11-18,杨洪光,180.18,0,1,1,6,581.42,5,0,-1,0
9185,4443651,冬装—棉衣—3093,邹伟-21610,2025-11-23,中国,华东,泰兴,棉衣,邹伟,江苏,冬装,消费者,2025-11-18,杨洪光,-47.376,0.4,6,0,3,280.224,5,0,1,0
9186,4443651,冬装—围巾—1047,邹伟-21610,2025-11-23,中国,华东,泰兴,围巾,邹伟,江苏,冬装,消费者,2025-11-18,杨洪光,1321.6,0,5,0,3,3304.7,5,1,1,0
9187,4998591,夏装—短裙—2151,罗昌-11050,2025-11-24,中国,中南,随州,短裙,罗昌,湖北,夏装,公司,2025-11-18,王倩倩,-2542.232,0.6,2,0,6,1753.248,6,-1,0,0
9188,4998591,冬装—棉衣—3093,罗昌-11050,2025-11-24,中国,中南,随州,棉衣,罗昌,湖北,冬装,公司,2025-11-18,王倩倩,-80.948,0.4,7,0,6,284.592,6,0,0,0
9189,4998591,冬装—手套—0574,罗昌-11050,2025-11-24,中国,中南,随州,手套,罗昌,湖北,冬装,公司,2025-11-18,王倩倩,-491.68,0.8,5,0,6,129.22,6,-1,0,0
9190,2310505,秋装—秋裤—4759,沈彩-10750,2025-11-24,中国,华东,南昌,秋裤,沈彩,江西,秋装,消费者,2025-11-18,杨洪光,83.72,0,1,1,6,558.32,6,0,0,0
9191,4266965,冬装—手套—0574,谢雯-21700,2025-11-24,中国,中南,沅江,手套,谢雯,湖南,冬装,小型企业,2025-11-18,王倩倩,11.368,0.2,2,0,6,181.888,6,0,0,0
9192,4998591,冬装—毛衣—0979,罗昌-11050,2025-11-24,中国,中南,随州,毛衣,罗昌,湖北,冬装,公司,2025-11-18,王倩倩,107.24,0.4,5,0,6,1073.94,6,0,0,0
9193,3232918,夏装—长裙—2425,郝绅-19930,2025-11-19,中国,西南,重庆,长裙,郝绅,重庆,夏装,消费者,2025-11-19,姜伟,91,0,2,1,0,395.92,0,0,0,0
9194,3232918,夏装—长裙—2425,郝绅-19930,2025-11-19,中国,西南,重庆,长裙,郝绅,重庆,夏装,消费者,2025-11-19,姜伟,285.04,0,4,0,0,1056.16,0,0,0,0
9195,2295401,夏装—短裤—0339,付芳-12700,2025-11-21,中国,华东,萍乡,短裤,付芳茵,江西,夏装,小型企业,2025-11-19,杨洪光,264.32,0,2,0,3,1555.68,2,0,-1,0
9196,2295401,冬装—帽子—1898,付芳-12700,2025-11-21,中国,华东,萍乡,帽子,付芳茵,江西,冬装,小型企业,2025-11-19,杨洪光,29.4,0,2,0,3,98.28,2,0,-1,0
9197,2295401,冬装—棉袜—4429,付芳-12700,2025-11-21,中国,华东,萍乡,棉袜,付芳茵,江西,冬装,小型企业,2025-11-19,杨洪光,11.76,0,3,0,3,202.02,2,0,-1,0
9198,3930358,冬装—毛衣—0979,徐黎-16330,2025-11-22,中国,华东,安丘,毛衣,徐黎明,山东,冬装,公司,2025-11-19,杨洪光,36.12,0,1,1,3,328.86,3,0,0,0
9199,3834707,冬装—围巾—1047,周诚-11290,2025-11-22,中国,华东,宿州,围巾,周诚,安徽,冬装,消费者,2025-11-19,杨洪光,230.16,0,2,0,1,575.96,3,0,1,0
9200,3834707,冬装—棉袜—4429,周诚-11290,2025-11-22,中国,华东,宿州,棉袜,周诚,安徽,冬装,消费者,2025-11-19,杨洪光,198.8,0,4,0,1,510.16,3,0,1,0
9201,4020885,冬装—棉衣—3093,陈爽-20515,2025-11-23,中国,华东,上海,棉衣,陈爽,上海,冬装,小型企业,2025-11-19,杨洪光,5.88,0,2,0,6,148.96,4,0,-1,0
9202,4020885,冬装—围巾—1047,陈爽-20515,2025-11-23,中国,华东,上海,围巾,陈爽,上海,冬装,小型企业,2025-11-19,杨洪光,222.18,0,3,0,6,2778.3,4,0,-1,0
9203,1947265,冬装—围巾—1047,潘惠-14425,2025-11-23,中国,华北,呼和浩特,围巾,潘惠,内蒙古,冬装,消费者,2025-11-19,张怡莲,534.24,0,8,0,3,2058.56,4,0,1,0
9204,4998591,冬装—羽绒服—0928,曾康-15445,2025-11-23,中国,华东,潍坊,羽绒服,曾康,山东,冬装,消费者,2025-11-19,杨洪光,64.12,0,2,1,6,189.28,4,0,-1,0
9205,5910958,冬装—帽子—1898,郭冬-12415,2025-11-23,中国,中南,惠城,帽子,郭冬露,广东,冬装,消费者,2025-11-19,王倩倩,13.72,0,2,0,6,73.08,4,0,-1,0
9206,1887568,冬装—手套—0574,柳明-18310,2025-11-23,中国,华北,廊坊,手套,柳明,河北,冬装,小型企业,2025-11-19,张怡莲,160.72,0,4,0,6,473.76,4,0,-1,0
9207,4650370,冬装—保暖内衣—1614,邢盛-20335,2025-11-23,中国,西南,中枢,保暖内衣,邢盛,云南,冬装,消费者,2025-11-19,姜伟,250.88,0,4,0,6,866.88,4,0,-1,0
9208,4020885,冬装—冲锋衣—0344,陈爽-20515,2025-11-23,中国,华东,上海,冲锋衣,陈爽,上海,冬装,小型企业,2025-11-19,杨洪光,42.7,0,5,0,6,216.3,4,0,-1,0
9209,4020885,冬装—帽子—1898,陈爽-20515,2025-11-23,中国,华东,上海,帽子,陈爽,上海,冬装,小型企业,2025-11-19,杨洪光,61.74,0,3,0,6,688.8,4,0,-1,0
9210,1510100,夏装—短袖—1460,巩辉-12595,2025-11-23,中国,西北,西安,短袖,巩辉,陕西,夏装,消费者,2025-11-19,江奕健,286.72,0,4,0,6,2392.88,4,0,-1,0
9211,1510100,夏装—长裙—2425,巩辉-12595,2025-11-23,中国,西北,西安,长裙,巩辉,陕西,夏装,消费者,2025-11-19,江奕健,25.2,0,1,0,6,140.56,4,0,-1,0
9212,1510100,冬装—冲锋衣—0344,巩辉-12595,2025-11-23,中国,西北,西安,冲锋衣,巩辉,陕西,冬装,消费者,2025-11-19,江奕健,19.32,0,1,0,6,46.06,4,0,-1,0
9213,1179561,冬装—围巾—1047,谷莲-16990,2025-11-23,中国,东北,烟筒山,围巾,谷莲,吉林,冬装,公司,2025-11-19,郝杰,68.04,0,3,0,6,325.08,4,0,-1,0
9214,4461870,冬装—棉袜—4429,武欢-14260,2025-11-25,中国,华北,北京,棉袜,武欢,北京,冬装,小型企业,2025-11-19,张怡莲,67.2,0,2,1,6,481.04,6,0,0,0
9215,4461870,冬装—保暖内衣—1614,武欢-14260,2025-11-25,中国,华北,北京,保暖内衣,武欢,北京,冬装,小型企业,2025-11-19,张怡莲,40.32,0,2,0,6,184.24,6,0,0,0
9216,4461870,冬装—手套—0574,武欢-14260,2025-11-25,中国,华北,北京,手套,武欢,北京,冬装,小型企业,2025-11-19,张怡莲,31.08,0,3,0,6,185.22,6,0,0,0
9217,4461870,冬装—羽绒服—0928,武欢-14260,2025-11-25,中国,华北,北京,羽绒服,武欢,北京,冬装,小型企业,2025-11-19,张怡莲,62.3,0,5,0,6,347.2,6,0,0,0
9218,1187433,秋装—外套—4928,赖虎-14035,2025-11-26,中国,西南,内江,外套,赖虎,四川,秋装,公司,2025-11-19,姜伟,-1030.512,0.4,2,0,6,1717.128,7,-1,1,0
9219,1187433,冬装—棉衣—3093,赖虎-14035,2025-11-26,中国,西南,内江,棉衣,赖虎,四川,冬装,公司,2025-11-19,姜伟,-0.168,0.4,3,0,6,121.212,7,0,1,0
9220,5835982,夏装—短裤—0339,袁德-12115,2025-11-22,中国,东北,凤城,短裤,袁德,辽宁,夏装,消费者,2025-11-20,郝杰,-523.404,0.4,3,1,1,1652.616,2,-1,1,0
9221,5896840,冬装—棉袜—4429,毛保-10360,2025-11-22,中国,华东,潍坊,棉袜,毛保,山东,冬装,公司,2025-11-20,杨洪光,168,0,3,0,3,495.18,2,0,-1,0
9222,2055991,冬装—棉袜—4429,袁临-17485,2025-11-22,中国,西南,成都,棉袜,袁临耀,四川,冬装,消费者,2025-11-20,姜伟,-5.712,0.4,2,0,3,83.328,2,0,-1,0
9223,5835982,秋装—外套—4928,袁德-12115,2025-11-22,中国,东北,凤城,外套,袁德,辽宁,秋装,消费者,2025-11-20,郝杰,-760.648,0.4,2,0,1,1689.912,2,-1,1,0
9224,2372663,夏装—短裤—0339,常惠-14305,2025-11-22,中国,东北,吉林市,短裤,常惠英,吉林,夏装,消费者,2025-11-20,郝杰,493.92,0,2,0,3,1176.28,2,0,-1,0
9225,1182921,夏装—长裙—2425,付聪-11650,2025-11-23,中国,中南,郴州,长裙,付聪,湖南,夏装,公司,2025-11-20,王倩倩,986.16,0,4,0,1,2144.24,3,1,1,0
9226,1516102,冬装—棉袜—4429,邵绅-19990,2025-11-23,中国,华东,福州,棉袜,邵绅,福建,冬装,消费者,2025-11-20,杨洪光,47.6,0,2,0,3,129.08,3,0,0,0
9227,1516102,秋装—裤子—2893,邵绅-19990,2025-11-23,中国,华东,福州,裤子,邵绅,福建,秋装,消费者,2025-11-20,杨洪光,62.16,0,4,0,3,1555.12,3,0,0,0
9228,1964482,冬装—毛衣—0979,叶实-20290,2025-11-24,中国,华东,青州,毛衣,叶实,山东,冬装,公司,2025-11-20,杨洪光,489.72,0,3,0,6,7001.82,4,0,-1,1
9229,1516102,冬装—帽子—1898,邵娜-18565,2025-11-25,中国,华东,义乌,帽子,邵娜,浙江,冬装,小型企业,2025-11-20,杨洪光,-9.912,0.4,2,1,6,58.968,5,0,-1,0
9230,2477297,夏装—短袖—1460,赵强-19315,2025-11-25,中国,东北,阿城,短袖,赵强,黑龙江,夏装,消费者,2025-11-20,郝杰,446.6,0,5,0,6,1314.6,5,0,-1,0
9231,5966135,秋装—秋裤—4759,许凤-12835,2025-11-25,中国,华东,宿州,秋裤,许凤,安徽,秋装,公司,2025-11-20,杨洪光,742.14,0,3,0,6,3711.54,5,1,-1,0
9232,5966135,夏装—长裙—2425,许凤-12835,2025-11-25,中国,华东,宿州,长裙,许凤,安徽,夏装,公司,2025-11-20,杨洪光,182,0,5,0,6,1141.7,5,0,-1,0
9233,2173759,冬装—帽子—1898,邢毅-12475,2025-11-21,中国,中南,汕尾,帽子,邢毅,广东,冬装,消费者,2025-11-21,王倩倩,110.88,0,4,1,0,316.96,0,0,0,0
9234,3503696,夏装—短裤—0339,林凤-12895,2025-11-22,中国,东北,虎石台,短裤,林凤,辽宁,夏装,消费者,2025-11-21,郝杰,-479.864,0.4,2,0,0,959.616,1,-1,1,0
9235,1529712,秋装—裤子—2893,洪辉-12580,2025-11-23,中国,东北,大连,裤子,洪辉,辽宁,秋装,小型企业,2025-11-21,郝杰,-0.42,0.4,5,0,3,2021.88,2,0,-1,0
9236,2979175,冬装—棉衣—3093,郝壁-10420,2025-11-23,中国,华东,青岛,棉衣,郝壁,山东,冬装,公司,2025-11-21,杨洪光,11.2,0,5,0,3,389.9,2,0,-1,0
9237,4427946,冬装—毛衣—0979,卢谙-18805,2025-11-25,中国,东北,大连,毛衣,卢谙,辽宁,冬装,小型企业,2025-11-21,郝杰,-186.592,0.4,7,0,6,11163.768,4,0,-1,1
9238,2462555,夏装—短裤—0339,毛丽-16225,2025-11-25,中国,华东,淮阴,短裤,毛丽美,江苏,夏装,公司,2025-11-21,杨洪光,-378.924,0.4,3,0,3,1032.696,4,0,1,0
9239,1594949,冬装—保暖内衣—1614,孟斯-20980,2025-11-25,中国,华东,上海,保暖内衣,孟斯云,上海,冬装,公司,2025-11-21,杨洪光,10.92,0,2,0,6,369.32,4,0,-1,0
9240,4427946,秋装—秋裤—4759,卢谙-18805,2025-11-25,中国,东北,大连,秋裤,卢谙,辽宁,秋装,小型企业,2025-11-21,郝杰,-1607.34,0.4,5,0,6,2678.76,4,-1,-1,0
9241,4427946,冬装—保暖内衣—1614,卢谙-18805,2025-11-25,中国,东北,大连,保暖内衣,卢谙,辽宁,冬装,小型企业,2025-11-21,郝杰,208.32,0,4,0,6,463.12,4,0,-1,0
9242,4427946,冬装—帽子—1898,卢谙-18805,2025-11-25,中国,东北,大连,帽子,卢谙,辽宁,冬装,小型企业,2025-11-21,郝杰,-24.752,0.4,1,0,6,37.128,4,0,-1,0
9243,1594949,夏装—短裤—0339,孟斯-20980,2025-11-25,中国,华东,上海,短裤,孟斯云,上海,夏装,公司,2025-11-21,杨洪光,1153.6,0,5,0,6,9615.9,4,1,-1,1
9244,3133210,夏装—短裙—2151,付立-16750,2025-11-26,中国,华东,徐州,短裙,付立,江苏,夏装,消费者,2025-11-21,杨洪光,-748.748,0.6,1,0,6,525.392,5,-1,-1,0
9245,3133210,秋装—秋裤—4759,付立-16750,2025-11-26,中国,华东,徐州,秋裤,付立,江苏,秋装,消费者,2025-11-21,杨洪光,-0.28,0.4,5,0,6,4477.62,5,0,-1,1
9246,2866628,冬装—手套—0574,洪黎-16345,2025-11-26,中国,华东,平邑,手套,洪黎明,山东,冬装,消费者,2025-11-21,杨洪光,277.2,0,5,0,6,1208.2,5,0,-1,0
9247,2866628,夏装—短袖—1460,洪黎-16345,2025-11-26,中国,华东,平邑,短袖,洪黎明,山东,夏装,消费者,2025-11-21,杨洪光,304.92,0,3,0,6,952.98,5,0,-1,0
9248,2866628,夏装—短袖—1460,洪黎-16345,2025-11-26,中国,华东,平邑,短袖,洪黎明,山东,夏装,消费者,2025-11-21,杨洪光,555.8,0,5,0,6,3091.2,5,0,-1,0
9249,5960733,冬装—保暖内衣—1614,郭刚-13150,2025-11-27,中国,华北,济宁,保暖内衣,郭刚,内蒙古,冬装,公司,2025-11-21,张怡莲,7.98,0,3,0,6,411.6,6,0,0,0
9250,5960733,夏装—短裤—0339,郭刚-13150,2025-11-27,中国,华北,济宁,短裤,郭刚,内蒙古,夏装,公司,2025-11-21,张怡莲,-200.032,0.4,2,0,6,799.848,6,0,0,0
9251,2274876,秋装—秋衣—2874,韩虎-14005,2025-11-27,中国,中南,武汉,秋衣,韩虎,湖北,秋装,小型企业,2025-11-21,王倩倩,28.812,0.4,7,0,6,890.232,6,0,0,0
9252,4862116,冬装—手套—0574,许凤-12835,2025-11-27,中国,东北,本溪,手套,许凤,辽宁,冬装,公司,2025-11-21,郝杰,-243.936,0.8,4,0,6,108.304,6,0,0,0
9253,1150523,秋装—秋衣—2874,邹涛-21265,2025-11-22,中国,华北,天津,秋衣,邹涛,天津,秋装,公司,2025-11-22,张怡莲,693.28,0,4,0,0,4623.92,0,1,0,1
9254,1564715,夏装—短袖—1460,邓惠-14470,2025-11-24,中国,中南,鄂州,短袖,邓惠,湖北,夏装,消费者,2025-11-22,王倩倩,-2059.428,0.4,3,1,3,3860.892,2,-1,-1,0
9255,4650370,冬装—帽子—1898,薛博-10510,2025-11-24,中国,东北,大庆,帽子,薛博,黑龙江,冬装,消费者,2025-11-22,郝杰,58.24,0,4,1,3,127.12,2,0,-1,0
9256,1564715,冬装—围巾—1047,邓惠-14470,2025-11-24,中国,中南,鄂州,围巾,邓惠,湖北,冬装,消费者,2025-11-22,王倩倩,5.74,0,1,0,3,292.18,2,0,-1,0
9257,1564715,冬装—帽子—1898,邓惠-14470,2025-11-24,中国,中南,鄂州,帽子,邓惠,湖北,冬装,消费者,2025-11-22,王倩倩,-365.148,0.4,7,0,3,575.652,2,0,-1,0
9258,4597424,冬装—毛衣—0979,许绅-19960,2025-11-24,中国,华东,湖州,毛衣,许绅,浙江,冬装,消费者,2025-11-22,杨洪光,-3501.288,0.4,6,0,1,9547.272,2,-1,1,1
9259,4597424,冬装—毛衣—0979,许绅-19960,2025-11-24,中国,华东,湖州,毛衣,许绅,浙江,冬装,消费者,2025-11-22,杨洪光,-296.184,0.4,2,0,1,467.376,2,0,1,0
9260,2511714,冬装—冲锋衣—0344,刘斯-20965,2025-11-25,中国,华东,徐州,冲锋衣,刘斯云,江苏,冬装,公司,2025-11-22,杨洪光,38.22,0,3,0,1,85.26,3,0,1,0
9261,1924488,冬装—帽子—1898,薛梦-18190,2025-11-25,中国,华北,北京,帽子,薛梦,北京,冬装,消费者,2025-11-22,张怡莲,294.42,0,3,0,1,685.44,3,0,1,0
9262,1924488,秋装—秋衣—2874,薛梦-18190,2025-11-25,中国,华北,北京,秋衣,薛梦,北京,秋装,消费者,2025-11-22,张怡莲,554.4,0,2,0,1,2411.08,3,0,1,0
9263,2584532,夏装—短袖—1460,段杰-14800,2025-11-26,中国,东北,哈尔滨,短袖,段杰,黑龙江,夏装,公司,2025-11-22,郝杰,383.6,0,2,0,6,913.64,4,0,-1,0
9264,3656854,夏装—短袖—1460,郝婷-21055,2025-11-26,中国,华东,上海,短袖,郝婷,上海,夏装,消费者,2025-11-22,杨洪光,245.84,0,4,0,6,1641.92,4,0,-1,0
9265,3656854,秋装—秋裤—4759,郝婷-21055,2025-11-26,中国,华东,上海,秋裤,郝婷,上海,秋装,消费者,2025-11-22,杨洪光,1459.22,0,7,0,6,4709.88,4,1,-1,1
9266,5266113,冬装—围巾—1047,楚丽-17320,2025-11-26,中国,东北,长春,围巾,楚丽丽,吉林,冬装,小型企业,2025-11-22,郝杰,0,0,6,0,6,5805.24,4,0,-1,1
